Accident_ID,Accident_Date,Year,Month,Day_of_Week,Time_of_Day,Province,District,Road_Type,Vehicle_Type,Weather,Cause_of_Accident,Severity,Deaths,Injuries,Vehicles_Involved
811,08/10/2024,2024,August,Saturday,Night,Koshi,Jhapa,Highway,Car,Clear,Careless Driving,Fatal,3,1,3
812,05/08/2022,2022,May,Sunday,Night,Koshi,Morang,Rural Road,Bus,Clear,Mechanical Failure,Serious,0,4,1
813,03/28/2022,2022,March,Monday,Evening,Bagmati,Chitwan,Urban Road,Truck,Clear,Mechanical Failure,Fatal,5,1,3
814,09/19/2024,2024,September,Thursday,Afternoon,Madhesh,Dhanusha,Highway,Car,Clear,Poor Road Condition,Serious,0,3,4
815,08/07/2020,2020,August,Friday,Morning,Gandaki,Tanahun,Urban Road,Bus,Clear,Over-speeding,Minor,0,2,4
816,06/15/2024,2024,June,Saturday,Early Morning,Bagmati,Kathmandu,Highway,Car,Foggy,Over-speeding,Minor,0,2,4
817,01/01/2022,2022,January,Saturday,Evening,Karnali,Jajarkot,Rural Road,Bus,Rainy,Careless Driving,Fatal,1,1,4
818,02/08/2023,2023,February,Wednesday,Evening,Madhesh,Dhanusha,Rural Road,Motorcycle,Rainy,Careless Driving,Serious,0,4,4
819,03/05/2021,2021,March,Friday,Early Morning,Gandaki,Syangja,Highway,Motorcycle,Clear,Over-speeding,Fatal,1,2,3
820,09/15/2022,2022,September,Thursday,Evening,Gandaki,Kaski,Highway,Jeep,Clear,Mechanical Failure,Minor,0,2,2
821,07/11/2020,2020,July,Saturday,Early Morning,Karnali,Jajarkot,Urban Road,Car,Clear,Poor Road Condition,Minor,0,1,1
822,09/16/2024,2024,September,Monday,Night,Lumbini,Banke,Highway,Motorcycle,Foggy,Drunk Driving,Minor,0,2,4
823,02/28/2022,2022,February,Monday,Evening,Lumbini,Rupandehi,Urban Road,Motorcycle,Foggy,Poor Road Condition,Minor,0,2,3
824,03/22/2021,2021,March,Monday,Early Morning,Madhesh,Dhanusha,Highway,Motorcycle,Clear,Poor Road Condition,Serious,0,6,4
825,12/05/2023,2023,December,Tuesday,Evening,Bagmati,Kathmandu,Urban Road,Car,Foggy,Careless Driving,Minor,0,1,4
826,02/05/2020,2020,February,Wednesday,Night,Sudurpashchim,Dadeldhura,Highway,Motorcycle,Rainy,Careless Driving,Serious,0,6,3
827,08/30/2020,2020,August,Sunday,Evening,Lumbini,Banke,Highway,Motorcycle,Foggy,Over-speeding,Minor,0,0,4
828,09/22/2024,2024,September,Sunday,Morning,Koshi,Morang,Highway,Truck,Rainy,Careless Driving,Minor,0,1,2
829,01/16/2024,2024,January,Tuesday,Afternoon,Lumbini,Rupandehi,Urban Road,Car,Rainy,Poor Road Condition,Minor,0,0,3
830,04/14/2024,2024,April,Sunday,Evening,Koshi,Jhapa,Rural Road,Motorcycle,Clear,Over-speeding,Fatal,2,2,3
831,10/02/2023,2023,October,Monday,Evening,Lumbini,Rupandehi,Urban Road,Car,Clear,Careless Driving,Fatal,3,1,2
832,12/17/2023,2023,December,Sunday,Morning,Karnali,Dailekh,Highway,Motorcycle,Clear,Over-speeding,Minor,0,0,2
833,10/20/2022,2022,October,Thursday,Night,Lumbini,Rupandehi,Rural Road,Truck,Rainy,Over-speeding,Minor,0,0,3
834,01/11/2023,2023,January,Wednesday,Afternoon,Lumbini,Dang,Rural Road,Car,Clear,Poor Road Condition,Minor,0,2,3
835,08/16/2022,2022,August,Tuesday,Morning,Koshi,Morang,Rural Road,Motorcycle,Clear,Drunk Driving,Fatal,1,3,2
836,03/02/2020,2020,March,Monday,Afternoon,Sudurpashchim,Dadeldhura,Rural Road,Car,Clear,Over-speeding,Minor,0,1,4
837,07/09/2021,2021,July,Friday,Early Morning,Bagmati,Lalitpur,Urban Road,Car,Clear,Drunk Driving,Minor,0,0,4
838,07/21/2022,2022,July,Thursday,Morning,Gandaki,Syangja,Urban Road,Motorcycle,Clear,Poor Road Condition,Minor,0,2,3
839,04/14/2020,2020,April,Tuesday,Morning,Gandaki,Syangja,Highway,Motorcycle,Clear,Mechanical Failure,Minor,0,2,2
840,01/12/2024,2024,January,Friday,Night,Sudurpashchim,Kailali,Highway,Car,Foggy,Over-speeding,Fatal,3,2,2
841,01/24/2022,2022,January,Monday,Afternoon,Sudurpashchim,Dadeldhura,Urban Road,Motorcycle,Rainy,Careless Driving,Fatal,4,4,1
842,08/18/2023,2023,August,Friday,Afternoon,Gandaki,Kaski,Highway,Truck,Rainy,Mechanical Failure,Minor,0,2,3
843,12/24/2024,2024,December,Tuesday,Night,Gandaki,Kaski,Urban Road,Motorcycle,Foggy,Poor Road Condition,Minor,0,1,3
844,08/16/2022,2022,August,Tuesday,Evening,Lumbini,Dang,Rural Road,Car,Foggy,Mechanical Failure,Minor,0,1,2
845,06/24/2024,2024,June,Monday,Evening,Madhesh,Bara,Urban Road,Motorcycle,Clear,Over-speeding,Minor,0,2,3
846,11/28/2021,2021,November,Sunday,Night,Bagmati,Kathmandu,Highway,Motorcycle,Clear,Over-speeding,Serious,0,6,2
847,01/28/2024,2024,January,Sunday,Morning,Gandaki,Kaski,Rural Road,Bus,Foggy,Over-speeding,Minor,0,0,1
848,07/27/2022,2022,July,Wednesday,Afternoon,Sudurpashchim,Dadeldhura,Rural Road,Motorcycle,Clear,Over-speeding,Serious,0,5,2
849,12/29/2021,2021,December,Wednesday,Afternoon,Gandaki,Kaski,Rural Road,Bus,Rainy,Careless Driving,Serious,0,4,2
850,11/26/2021,2021,November,Friday,Early Morning,Madhesh,Parsa,Rural Road,Car,Clear,Drunk Driving,Minor,0,2,4
851,05/24/2022,2022,May,Tuesday,Evening,Karnali,Dailekh,Urban Road,Car,Clear,Careless Driving,Minor,0,0,4
852,04/12/2023,2023,April,Wednesday,Evening,Bagmati,Bhaktapur,Urban Road,Motorcycle,Clear,Over-speeding,Minor,0,1,4
853,09/11/2023,2023,September,Monday,Evening,Lumbini,Dang,Highway,Motorcycle,Rainy,Over-speeding,Minor,0,0,1
854,09/10/2020,2020,September,Thursday,Evening,Sudurpashchim,Kailali,Highway,Motorcycle,Clear,Over-speeding,Minor,0,0,3
855,03/31/2024,2024,March,Sunday,Afternoon,Bagmati,Kathmandu,Rural Road,Car,Clear,Drunk Driving,Minor,0,2,3
856,07/09/2023,2023,July,Sunday,Afternoon,Bagmati,Chitwan,Highway,Car,Clear,Careless Driving,Minor,0,0,3
857,01/09/2022,2022,January,Sunday,Night,Karnali,Surkhet,Urban Road,Bus,Clear,Careless Driving,Minor,0,2,2
858,10/17/2024,2024,October,Thursday,Morning,Gandaki,Tanahun,Urban Road,Motorcycle,Rainy,Drunk Driving,Serious,0,6,1
859,09/24/2023,2023,September,Sunday,Night,Lumbini,Banke,Highway,Jeep,Clear,Careless Driving,Minor,0,2,4
860,04/06/2021,2021,April,Tuesday,Early Morning,Madhesh,Parsa,Highway,Motorcycle,Clear,Mechanical Failure,Fatal,4,2,2
861,05/25/2024,2024,May,Saturday,Evening,Gandaki,Syangja,Urban Road,Truck,Clear,Poor Road Condition,Minor,0,1,3
862,03/04/2023,2023,March,Saturday,Afternoon,Koshi,Sunsari,Urban Road,Motorcycle,Clear,Careless Driving,Serious,0,3,3
863,03/11/2023,2023,March,Saturday,Evening,Koshi,Morang,Highway,Car,Clear,Over-speeding,Minor,0,0,2
864,10/02/2023,2023,October,Monday,Evening,Lumbini,Dang,Rural Road,Truck,Clear,Careless Driving,Minor,0,0,3
865,09/29/2024,2024,September,Sunday,Early Morning,Lumbini,Banke,Highway,Motorcycle,Rainy,Over-speeding,Minor,0,2,1
866,08/17/2020,2020,August,Monday,Afternoon,Sudurpashchim,Kanchanpur,Highway,Motorcycle,Clear,Over-speeding,Serious,0,3,3
867,08/09/2021,2021,August,Monday,Evening,Karnali,Jajarkot,Highway,Car,Clear,Over-speeding,Fatal,2,1,3
868,04/27/2022,2022,April,Wednesday,Afternoon,Gandaki,Syangja,Highway,Motorcycle,Clear,Drunk Driving,Minor,0,2,3
869,06/12/2024,2024,June,Wednesday,Afternoon,Lumbini,Dang,Highway,Car,Clear,Mechanical Failure,Fatal,3,1,4
870,07/13/2020,2020,July,Monday,Early Morning,Bagmati,Chitwan,Rural Road,Motorcycle,Clear,Over-speeding,Minor,0,1,4
871,07/02/2021,2021,July,Friday,Morning,Lumbini,Banke,Highway,Car,Foggy,Drunk Driving,Minor,0,0,2
872,03/10/2020,2020,March,Tuesday,Early Morning,Koshi,Jhapa,Highway,Motorcycle,Clear,Over-speeding,Serious,0,5,2
873,03/27/2020,2020,March,Friday,Afternoon,Karnali,Surkhet,Urban Road,Bus,Clear,Poor Road Condition,Minor,0,0,2
874,12/15/2022,2022,December,Thursday,Evening,Lumbini,Rupandehi,Urban Road,Truck,Clear,Over-speeding,Serious,0,4,1
875,10/31/2023,2023,October,Tuesday,Evening,Gandaki,Tanahun,Urban Road,Bus,Clear,Careless Driving,Minor,0,2,4
876,05/03/2020,2020,May,Sunday,Night,Lumbini,Banke,Highway,Car,Clear,Poor Road Condition,Minor,0,1,1
877,03/23/2020,2020,March,Monday,Night,Bagmati,Makwanpur,Highway,Motorcycle,Rainy,Poor Road Condition,Minor,0,1,1
878,08/27/2023,2023,August,Sunday,Early Morning,Karnali,Surkhet,Rural Road,Jeep,Clear,Poor Road Condition,Minor,0,2,4
879,08/31/2022,2022,August,Wednesday,Afternoon,Koshi,Morang,Rural Road,Motorcycle,Foggy,Over-speeding,Serious,0,4,3
880,05/06/2021,2021,May,Thursday,Night,Karnali,Surkhet,Highway,Car,Rainy,Mechanical Failure,Fatal,2,2,4
881,07/31/2021,2021,July,Saturday,Evening,Madhesh,Parsa,Highway,Motorcycle,Clear,Over-speeding,Minor,0,2,3
882,01/18/2022,2022,January,Tuesday,Early Morning,Madhesh,Dhanusha,Urban Road,Motorcycle,Clear,Over-speeding,Minor,0,1,3
883,11/05/2021,2021,November,Friday,Morning,Koshi,Morang,Highway,Motorcycle,Clear,Careless Driving,Fatal,3,2,1
884,07/15/2021,2021,July,Thursday,Early Morning,Lumbini,Rupandehi,Rural Road,Motorcycle,Foggy,Over-speeding,Serious,0,5,1
885,02/18/2022,2022,February,Friday,Afternoon,Bagmati,Lalitpur,Highway,Motorcycle,Clear,Over-speeding,Minor,0,2,3
886,11/30/2020,2020,November,Monday,Night,Bagmati,Makwanpur,Highway,Jeep,Foggy,Over-speeding,Serious,0,5,1
887,10/11/2024,2024,October,Friday,Evening,Sudurpashchim,Dadeldhura,Urban Road,Car,Clear,Over-speeding,Fatal,2,2,1
888,12/17/2024,2024,December,Tuesday,Afternoon,Sudurpashchim,Dadeldhura,Highway,Motorcycle,Clear,Poor Road Condition,Fatal,5,1,1
889,01/08/2021,2021,January,Friday,Evening,Bagmati,Makwanpur,Urban Road,Truck,Rainy,Mechanical Failure,Minor,0,2,1
890,02/18/2023,2023,February,Saturday,Early Morning,Karnali,Dailekh,Urban Road,Motorcycle,Foggy,Poor Road Condition,Serious,0,2,1
891,12/28/2021,2021,December,Tuesday,Evening,Sudurpashchim,Dadeldhura,Urban Road,Motorcycle,Clear,Over-speeding,Fatal,6,3,3
892,06/03/2021,2021,June,Thursday,Evening,Karnali,Jajarkot,Highway,Car,Clear,Drunk Driving,Minor,0,2,1
893,05/08/2022,2022,May,Sunday,Early Morning,Lumbini,Dang,Highway,Truck,Foggy,Poor Road Condition,Minor,0,1,4
894,07/03/2022,2022,July,Sunday,Early Morning,Bagmati,Chitwan,Highway,Motorcycle,Rainy,Drunk Driving,Minor,0,2,2
895,05/27/2022,2022,May,Friday,Early Morning,Koshi,Sunsari,Highway,Bus,Clear,Poor Road Condition,Minor,0,1,2
896,01/09/2024,2024,January,Tuesday,Afternoon,Madhesh,Bara,Highway,Motorcycle,Rainy,Over-speeding,Minor,0,2,3
897,11/11/2022,2022,November,Friday,Early Morning,Sudurpashchim,Kailali,Urban Road,Car,Clear,Over-speeding,Minor,0,2,3
898,01/05/2022,2022,January,Wednesday,Afternoon,Sudurpashchim,Kailali,Highway,Motorcycle,Clear,Over-speeding,Fatal,3,4,2
899,09/16/2020,2020,September,Wednesday,Evening,Sudurpashchim,Dadeldhura,Rural Road,Car,Clear,Mechanical Failure,Serious,0,4,3
900,05/25/2020,2020,May,Monday,Night,Karnali,Dailekh,Urban Road,Motorcycle,Clear,Careless Driving,Minor,0,0,1
901,06/27/2022,2022,June,Monday,Night,Gandaki,Kaski,Highway,Motorcycle,Clear,Drunk Driving,Fatal,3,2,1
902,02/17/2022,2022,February,Thursday,Afternoon,Gandaki,Tanahun,Highway,Motorcycle,Clear,Drunk Driving,Minor,0,2,4
903,09/21/2023,2023,September,Thursday,Evening,Madhesh,Dhanusha,Urban Road,Motorcycle,Clear,Over-speeding,Minor,0,0,4
904,02/08/2021,2021,February,Monday,Morning,Koshi,Morang,Rural Road,Motorcycle,Rainy,Drunk Driving,Minor,0,2,1
905,03/03/2022,2022,March,Thursday,Early Morning,Sudurpashchim,Kailali,Highway,Motorcycle,Clear,Over-speeding,Fatal,6,1,1
906,09/26/2023,2023,September,Tuesday,Evening,Bagmati,Makwanpur,Highway,Car,Clear,Mechanical Failure,Minor,0,0,4
907,11/15/2024,2024,November,Friday,Early Morning,Sudurpashchim,Dadeldhura,Highway,Truck,Clear,Over-speeding,Minor,0,2,3
908,03/30/2021,2021,March,Tuesday,Afternoon,Sudurpashchim,Kailali,Highway,Motorcycle,Clear,Poor Road Condition,Serious,0,5,4
909,07/29/2024,2024,July,Monday,Afternoon,Gandaki,Kaski,Rural Road,Truck,Rainy,Drunk Driving,Minor,0,1,1
910,03/15/2022,2022,March,Tuesday,Morning,Sudurpashchim,Dadeldhura,Highway,Bus,Clear,Careless Driving,Serious,0,6,3
911,12/31/2022,2022,December,Saturday,Morning,Bagmati,Chitwan,Highway,Motorcycle,Clear,Careless Driving,Minor,0,0,3
912,11/26/2024,2024,November,Tuesday,Night,Lumbini,Rupandehi,Highway,Car,Clear,Careless Driving,Minor,0,2,3
913,09/05/2023,2023,September,Tuesday,Afternoon,Lumbini,Rupandehi,Urban Road,Jeep,Clear,Poor Road Condition,Minor,0,2,1
914,06/05/2022,2022,June,Sunday,Early Morning,Sudurpashchim,Kanchanpur,Urban Road,Motorcycle,Rainy,Careless Driving,Minor,0,0,4
915,07/24/2024,2024,July,Wednesday,Evening,Sudurpashchim,Dadeldhura,Highway,Motorcycle,Rainy,Careless Driving,Minor,0,2,4
916,12/13/2021,2021,December,Monday,Morning,Koshi,Sunsari,Highway,Motorcycle,Clear,Careless Driving,Serious,0,2,1
917,12/25/2023,2023,December,Monday,Early Morning,Lumbini,Rupandehi,Urban Road,Jeep,Clear,Over-speeding,Serious,0,5,3
918,01/06/2021,2021,January,Wednesday,Morning,Sudurpashchim,Kanchanpur,Urban Road,Jeep,Rainy,Careless Driving,Serious,0,3,4
919,05/18/2023,2023,May,Thursday,Evening,Koshi,Morang,Rural Road,Car,Clear,Careless Driving,Serious,0,4,1
920,06/27/2023,2023,June,Tuesday,Early Morning,Gandaki,Syangja,Urban Road,Motorcycle,Rainy,Over-speeding,Minor,0,2,2
921,08/21/2021,2021,August,Saturday,Night,Koshi,Jhapa,Highway,Motorcycle,Clear,Mechanical Failure,Serious,0,6,2
922,08/21/2020,2020,August,Friday,Evening,Gandaki,Tanahun,Rural Road,Motorcycle,Rainy,Over-speeding,Minor,0,1,3
923,01/30/2024,2024,January,Tuesday,Afternoon,Koshi,Jhapa,Rural Road,Motorcycle,Clear,Mechanical Failure,Minor,0,2,3
924,02/10/2024,2024,February,Saturday,Early Morning,Sudurpashchim,Kailali,Highway,Truck,Clear,Over-speeding,Minor,0,2,1
925,01/22/2021,2021,January,Friday,Afternoon,Koshi,Morang,Rural Road,Motorcycle,Rainy,Mechanical Failure,Serious,0,6,2
926,06/05/2023,2023,June,Monday,Afternoon,Koshi,Morang,Highway,Motorcycle,Clear,Over-speeding,Minor,0,1,2
927,06/20/2021,2021,June,Sunday,Early Morning,Koshi,Jhapa,Urban Road,Motorcycle,Clear,Poor Road Condition,Fatal,4,4,3
928,07/05/2024,2024,July,Friday,Afternoon,Sudurpashchim,Kanchanpur,Highway,Car,Clear,Mechanical Failure,Serious,0,2,1
929,10/05/2022,2022,October,Wednesday,Early Morning,Gandaki,Tanahun,Rural Road,Bus,Clear,Drunk Driving,Minor,0,0,4
930,11/05/2023,2023,November,Sunday,Early Morning,Lumbini,Dang,Highway,Jeep,Rainy,Mechanical Failure,Minor,0,1,2
931,07/05/2024,2024,July,Friday,Afternoon,Lumbini,Rupandehi,Highway,Bus,Clear,Drunk Driving,Serious,0,4,2
932,04/24/2021,2021,April,Saturday,Afternoon,Koshi,Morang,Urban Road,Bus,Clear,Poor Road Condition,Fatal,4,2,4
933,11/09/2021,2021,November,Tuesday,Night,Sudurpashchim,Dadeldhura,Urban Road,Car,Clear,Careless Driving,Fatal,1,4,4
934,03/25/2023,2023,March,Saturday,Evening,Lumbini,Rupandehi,Highway,Motorcycle,Clear,Poor Road Condition,Minor,0,2,4
935,07/10/2024,2024,July,Wednesday,Morning,Gandaki,Kaski,Rural Road,Motorcycle,Foggy,Careless Driving,Minor,0,0,2
936,05/14/2020,2020,May,Thursday,Early Morning,Madhesh,Bara,Rural Road,Car,Clear,Careless Driving,Fatal,3,4,2
937,01/01/2020,2020,January,Wednesday,Night,Koshi,Sunsari,Rural Road,Motorcycle,Rainy,Poor Road Condition,Minor,0,2,2
938,06/13/2024,2024,June,Thursday,Night,Karnali,Dailekh,Highway,Motorcycle,Rainy,Poor Road Condition,Serious,0,3,4
939,10/31/2021,2021,October,Sunday,Night,Sudurpashchim,Kanchanpur,Urban Road,Motorcycle,Clear,Over-speeding,Fatal,2,2,1
940,10/28/2021,2021,October,Thursday,Early Morning,Sudurpashchim,Kailali,Highway,Jeep,Clear,Over-speeding,Minor,0,0,3
941,10/08/2023,2023,October,Sunday,Night,Sudurpashchim,Dadeldhura,Highway,Car,Rainy,Careless Driving,Minor,0,2,2
942,10/27/2024,2024,October,Sunday,Early Morning,Koshi,Jhapa,Rural Road,Motorcycle,Clear,Over-speeding,Minor,0,2,1
943,06/14/2021,2021,June,Monday,Early Morning,Lumbini,Rupandehi,Urban Road,Motorcycle,Rainy,Over-speeding,Minor,0,1,2
944,03/07/2024,2024,March,Thursday,Morning,Madhesh,Dhanusha,Urban Road,Motorcycle,Rainy,Careless Driving,Minor,0,1,4
945,03/15/2023,2023,March,Wednesday,Morning,Sudurpashchim,Dadeldhura,Rural Road,Truck,Clear,Poor Road Condition,Minor,0,0,1
946,09/04/2020,2020,September,Friday,Early Morning,Gandaki,Tanahun,Urban Road,Motorcycle,Clear,Drunk Driving,Minor,0,1,4
947,02/06/2021,2021,February,Saturday,Night,Lumbini,Dang,Highway,Truck,Foggy,Poor Road Condition,Minor,0,2,1
948,04/28/2021,2021,April,Wednesday,Evening,Gandaki,Kaski,Rural Road,Motorcycle,Clear,Over-speeding,Minor,0,1,1
949,02/24/2023,2023,February,Friday,Early Morning,Sudurpashchim,Kanchanpur,Highway,Motorcycle,Rainy,Careless Driving,Minor,0,1,4
950,01/17/2022,2022,January,Monday,Night,Madhesh,Parsa,Highway,Motorcycle,Rainy,Mechanical Failure,Minor,0,0,4
951,01/06/2022,2022,January,Thursday,Afternoon,Madhesh,Dhanusha,Highway,Truck,Foggy,Mechanical Failure,Fatal,1,3,1
952,06/29/2024,2024,June,Saturday,Afternoon,Sudurpashchim,Dadeldhura,Rural Road,Motorcycle,Clear,Careless Driving,Fatal,1,1,1
953,07/17/2021,2021,July,Saturday,Night,Karnali,Jajarkot,Highway,Car,Clear,Over-speeding,Serious,0,4,1
954,06/14/2020,2020,June,Sunday,Early Morning,Bagmati,Makwanpur,Highway,Motorcycle,Clear,Mechanical Failure,Fatal,2,1,3
955,08/15/2021,2021,August,Sunday,Afternoon,Sudurpashchim,Kanchanpur,Urban Road,Bus,Clear,Poor Road Condition,Minor,0,2,2
956,04/02/2021,2021,April,Friday,Morning,Lumbini,Banke,Urban Road,Car,Clear,Careless Driving,Minor,0,0,3
957,05/12/2021,2021,May,Wednesday,Morning,Madhesh,Bara,Highway,Motorcycle,Clear,Poor Road Condition,Serious,0,6,1
958,03/19/2023,2023,March,Sunday,Afternoon,Madhesh,Bara,Highway,Motorcycle,Rainy,Over-speeding,Minor,0,2,3
959,08/10/2023,2023,August,Thursday,Afternoon,Lumbini,Rupandehi,Rural Road,Jeep,Rainy,Poor Road Condition,Fatal,1,3,3
960,09/16/2020,2020,September,Wednesday,Evening,Gandaki,Syangja,Urban Road,Motorcycle,Clear,Over-speeding,Minor,0,1,3
961,12/01/2024,2024,December,Sunday,Evening,Madhesh,Bara,Highway,Car,Rainy,Careless Driving,Serious,0,5,2
962,10/11/2024,2024,October,Friday,Afternoon,Koshi,Jhapa,Highway,Motorcycle,Clear,Mechanical Failure,Minor,0,0,4
963,10/29/2020,2020,October,Thursday,Early Morning,Lumbini,Dang,Highway,Motorcycle,Clear,Mechanical Failure,Minor,0,2,3
964,07/24/2020,2020,July,Friday,Early Morning,Lumbini,Banke,Rural Road,Motorcycle,Rainy,Careless Driving,Minor,0,2,4
965,09/04/2020,2020,September,Friday,Early Morning,Karnali,Jajarkot,Rural Road,Jeep,Clear,Mechanical Failure,Serious,0,6,1
966,01/22/2024,2024,January,Monday,Evening,Madhesh,Parsa,Urban Road,Bus,Clear,Over-speeding,Serious,0,4,1
967,02/12/2023,2023,February,Sunday,Afternoon,Lumbini,Banke,Urban Road,Motorcycle,Clear,Over-speeding,Minor,0,2,2
968,06/27/2023,2023,June,Tuesday,Morning,Lumbini,Dang,Rural Road,Bus,Rainy,Drunk Driving,Minor,0,2,1
969,01/15/2022,2022,January,Saturday,Night,Lumbini,Rupandehi,Urban Road,Motorcycle,Clear,Poor Road Condition,Fatal,2,4,1
970,08/02/2020,2020,August,Sunday,Evening,Koshi,Jhapa,Highway,Truck,Foggy,Careless Driving,Serious,0,2,2
971,03/15/2024,2024,March,Friday,Night,Bagmati,Lalitpur,Urban Road,Car,Foggy,Careless Driving,Serious,0,6,4
972,07/11/2021,2021,July,Sunday,Night,Madhesh,Parsa,Urban Road,Truck,Clear,Careless Driving,Minor,0,1,4
973,04/26/2023,2023,April,Wednesday,Evening,Sudurpashchim,Kailali,Urban Road,Motorcycle,Clear,Careless Driving,Fatal,4,2,3
974,12/04/2021,2021,December,Saturday,Early Morning,Lumbini,Rupandehi,Highway,Car,Clear,Over-speeding,Serious,0,3,3
975,02/08/2021,2021,February,Monday,Afternoon,Bagmati,Makwanpur,Highway,Motorcycle,Clear,Mechanical Failure,Minor,0,1,2
976,10/22/2021,2021,October,Friday,Night,Bagmati,Kathmandu,Urban Road,Bus,Foggy,Careless Driving,Minor,0,2,3
977,06/21/2024,2024,June,Friday,Morning,Karnali,Surkhet,Highway,Bus,Clear,Mechanical Failure,Serious,0,4,4
978,06/13/2020,2020,June,Saturday,Night,Karnali,Surkhet,Urban Road,Truck,Clear,Over-speeding,Serious,0,3,3
979,10/11/2023,2023,October,Wednesday,Evening,Gandaki,Tanahun,Highway,Car,Foggy,Poor Road Condition,Fatal,4,3,3
980,11/06/2022,2022,November,Sunday,Afternoon,Gandaki,Tanahun,Urban Road,Motorcycle,Clear,Over-speeding,Minor,0,2,4
981,04/12/2021,2021,April,Monday,Evening,Sudurpashchim,Dadeldhura,Highway,Motorcycle,Foggy,Careless Driving,Minor,0,0,1
982,11/12/2020,2020,November,Thursday,Morning,Lumbini,Rupandehi,Rural Road,Car,Clear,Poor Road Condition,Minor,0,2,3
983,06/17/2021,2021,June,Thursday,Evening,Gandaki,Tanahun,Urban Road,Motorcycle,Foggy,Over-speeding,Serious,0,4,1
984,06/20/2022,2022,June,Monday,Morning,Madhesh,Dhanusha,Rural Road,Truck,Rainy,Over-speeding,Serious,0,3,1
985,12/06/2021,2021,December,Monday,Afternoon,Koshi,Morang,Urban Road,Motorcycle,Foggy,Over-speeding,Minor,0,0,2
986,11/27/2021,2021,November,Saturday,Morning,Lumbini,Banke,Urban Road,Motorcycle,Rainy,Mechanical Failure,Minor,0,0,2
987,08/23/2024,2024,August,Friday,Early Morning,Koshi,Sunsari,Rural Road,Car,Foggy,Careless Driving,Minor,0,1,3
988,11/28/2024,2024,November,Thursday,Night,Madhesh,Dhanusha,Highway,Car,Clear,Over-speeding,Serious,0,2,2
989,08/06/2024,2024,August,Tuesday,Evening,Koshi,Morang,Highway,Truck,Rainy,Over-speeding,Minor,0,2,2
990,04/12/2020,2020,April,Sunday,Evening,Lumbini,Rupandehi,Urban Road,Motorcycle,Rainy,Careless Driving,Minor,0,0,3
991,02/09/2021,2021,February,Tuesday,Evening,Bagmati,Lalitpur,Highway,Car,Rainy,Careless Driving,Minor,0,2,3
992,04/28/2020,2020,April,Tuesday,Night,Madhesh,Bara,Highway,Motorcycle,Clear,Careless Driving,Minor,0,0,3
993,01/30/2021,2021,January,Saturday,Evening,Madhesh,Bara,Urban Road,Bus,Clear,Drunk Driving,Minor,0,1,4
994,05/26/2020,2020,May,Tuesday,Morning,Gandaki,Kaski,Rural Road,Truck,Rainy,Poor Road Condition,Serious,0,3,1
995,09/06/2024,2024,September,Friday,Evening,Bagmati,Makwanpur,Highway,Motorcycle,Rainy,Over-speeding,Serious,0,5,4
996,11/02/2020,2020,November,Monday,Morning,Karnali,Dailekh,Highway,Car,Rainy,Over-speeding,Fatal,5,2,1
997,09/08/2024,2024,September,Sunday,Evening,Gandaki,Syangja,Rural Road,Truck,Clear,Careless Driving,Minor,0,0,1
998,10/23/2022,2022,October,Sunday,Night,Sudurpashchim,Kailali,Highway,Car,Clear,Mechanical Failure,Minor,0,0,4
999,03/30/2020,2020,March,Monday,Afternoon,Madhesh,Dhanusha,Urban Road,Motorcycle,Clear,Careless Driving,Serious,0,2,1
1000,11/29/2020,2020,November,Sunday,Morning,Lumbini,Banke,Rural Road,Motorcycle,Clear,Mechanical Failure,Serious,0,6,1
